Data,Area,Empresa,CNPJ,Princípio_ativo,Nome_do_produto,Numero_do_processo,Validade,Petição,Expediente,Numero_do_registro,Prazo_de_validade,Apresentacao,Situacao,Tipo_de_peticao,Categoria_regulatória,Clone,Classe_terapêutica,Data_de_protocolo,Tempo_para_publicação,Tempo_de_fila,Comentarios
9/9/2024,GGMED,GERMED FARMACEUTICA LTDA,45992062000165,OLMESARTANA MEDOXOMILA + BESILATO DE ANLODIPINO,,25351.417235/2022-00,05/2032,10506 GENÉRICO - MODIFICAÇÃO PÓS-REGISTRO - CLONE,1015834/24-1,1.0583.1015.021-0,24 Meses,40 MG + 10 MG COM REV CT BL AL/AL X 60,Indeferido,Pós-registro,Genérico,Sim,,,,,"Informações do matriz: (11858 - RDC 73/2016 - GENÉRICO - Exclusão não crítica de testes ou métodos -
0907353/24-1 - 25351.176076/2014-78)"
9/9/2024,GGMED,GERMED FARMACEUTICA LTDA,45992062000165,OLMESARTANA MEDOXOMILA + BESILATO DE ANLODIPINO,,25351.417235/2022-00,05/2032,10506 GENÉRICO - MODIFICAÇÃO PÓS-REGISTRO - CLONE,1015834/24-1,1.0583.1015.022-9,24 Meses,40 MG + 10 MG COM REV CT BL AL/AL X 100 (EMB FRAC),Indeferido,Pós-registro,Genérico,Sim,,,,,"Informações do matriz: (11858 - RDC 73/2016 - GENÉRICO - Exclusão não crítica de testes ou métodos -
0907353/24-1 - 25351.176076/2014-78)"
9/9/2024,GGMED,GERMED FARMACEUTICA LTDA,45992062000165,OLMESARTANA MEDOXOMILA + BESILATO DE ANLODIPINO,,25351.417235/2022-00,05/2032,10506 GENÉRICO - MODIFICAÇÃO PÓS-REGISTRO - CLONE,1015834/24-1,1.0583.1015.023-7,24 Meses,40 MG + 10 MG COM REV CT BL AL/AL X 200,Indeferido,Pós-registro,Genérico,Sim,,,,,"Informações do matriz: (11858 - RDC 73/2016 - GENÉRICO - Exclusão não crítica de testes ou métodos -
0907353/24-1 - 25351.176076/2014-78)"
9/9/2024,GGMED,GERMED FARMACEUTICA LTDA,45992062000165,OLMESARTANA MEDOXOMILA + BESILATO DE ANLODIPINO,,25351.417235/2022-00,05/2032,10506 GENÉRICO - MODIFICAÇÃO PÓS-REGISTRO - CLONE,1015834/24-1,1.0583.1015.024-5,24 Meses,40 MG + 10 MG COM REV CT BL AL/AL X 500,Indeferido,Pós-registro,Genérico,Sim,,,,,"Informações do matriz: (11858 - RDC 73/2016 - GENÉRICO - Exclusão não crítica de testes ou métodos -
0907353/24-1 - 25351.176076/2014-78)"
9/9/2024,GGMED,LABORATÓRIO TEUTO BRASILEIRO S/A,17159229000176,olanzapina,,25351.701445/2018-99,01/2029,10506 GENÉRICO - MODIFICAÇÃO PÓS-REGISTRO - CLONE,0712928/23-9,1.0370.0727.001-6,24 Meses,"2,5 MG COM CT BL PVC/OPA/AL/PVC X 7",Indeferido,Pós-registro,Genérico,Sim,,,,,"Informações do matriz: (11723 - RDC 73/2016 - GENÉRICO - Inclusão de novo DIFA sem CADIFA - 0608762/23-
1 - 25351.318731/2011-52)"
9/9/2024,GGMED,LABORATÓRIO TEUTO BRASILEIRO S/A,17159229000176,olanzapina,,25351.701445/2018-99,01/2029,10506 GENÉRICO - MODIFICAÇÃO PÓS-REGISTRO - CLONE,0712928/23-9,1.0370.0727.002-4,24 Meses,"2,5 MG COM CT BL PVC/OPA/AL/PVC X 14",Indeferido,Pós-registro,Genérico,Sim,,,,,"Informações do matriz: (11723 - RDC 73/2016 - GENÉRICO - Inclusão de novo DIFA sem CADIFA - 0608762/23-
1 - 25351.318731/2011-52)"
9/9/2024,GGMED,LABORATÓRIO TEUTO BRASILEIRO S/A,17159229000176,olanzapina,,25351.701445/2018-99,01/2029,10506 GENÉRICO - MODIFICAÇÃO PÓS-REGISTRO - CLONE,0712928/23-9,1.0370.0727.003-2,24 Meses,"2,5 MG COM CT BL PVC/OPA/AL/PVC X 28",Indeferido,Pós-registro,Genérico,Sim,,,,,"Informações do matriz: (11723 - RDC 73/2016 - GENÉRICO - Inclusão de novo DIFA sem CADIFA - 0608762/23-
1 - 25351.318731/2011-52)"
9/9/2024,GGMED,LABORATÓRIO TEUTO BRASILEIRO S/A,17159229000176,olanzapina,,25351.701445/2018-99,01/2029,10506 GENÉRICO - MODIFICAÇÃO PÓS-REGISTRO - CLONE,0712928/23-9,1.0370.0727.004-0,24 Meses,"2,5 MG COM CT BL PVC/OPA/AL/PVC X 56",Indeferido,Pós-registro,Genérico,Sim,,,,,"Informações do matriz: (11723 - RDC 73/2016 - GENÉRICO - Inclusão de novo DIFA sem CADIFA - 0608762/23-
1 - 25351.318731/2011-52)"
9/9/2024,GGMED,LABORATÓRIO TEUTO BRASILEIRO S/A,17159229000176,olanzapina,,25351.701445/2018-99,01/2029,10506 GENÉRICO - MODIFICAÇÃO PÓS-REGISTRO - CLONE,0712928/23-9,1.0370.0727.005-9,24 Meses,"2,5 MG COM CT BL PVC/OPA/AL/PVC X 60",Indeferido,Pós-registro,Genérico,Sim,,,,,"Informações do matriz: (11723 - RDC 73/2016 - GENÉRICO - Inclusão de novo DIFA sem CADIFA - 0608762/23-
1 - 25351.318731/2011-52)"
9/9/2024,GGMED,LABORATÓRIO TEUTO BRASILEIRO S/A,17159229000176,olanzapina,,25351.701445/2018-99,01/2029,10506 GENÉRICO - MODIFICAÇÃO PÓS-REGISTRO - CLONE,0712928/23-9,1.0370.0727.006-7,24 Meses,"2,5 MG COM CT BL PVC/OPA/AL/PVC X 500",Indeferido,Pós-registro,Genérico,Sim,,,,,"Informações do matriz: (11723 - RDC 73/2016 - GENÉRICO - Inclusão de novo DIFA sem CADIFA - 0608762/23-
1 - 25351.318731/2011-52)"
9/9/2024,GGMED,LABORATÓRIO TEUTO BRASILEIRO S/A,17159229000176,olanzapina,,25351.701445/2018-99,01/2029,10506 GENÉRICO - MODIFICAÇÃO PÓS-REGISTRO - CLONE,0712928/23-9,1.0370.0727.007-5,24 Meses,5 MG COM CT BL PVC/OPA/AL/PVC X 7,Indeferido,Pós-registro,Genérico,Sim,,,,,"Informações do matriz: (11723 - RDC 73/2016 - GENÉRICO - Inclusão de novo DIFA sem CADIFA - 0608762/23-
1 - 25351.318731/2011-52)"
9/9/2024,GGMED,LABORATÓRIO TEUTO BRASILEIRO S/A,17159229000176,olanzapina,,25351.701445/2018-99,01/2029,10506 GENÉRICO - MODIFICAÇÃO PÓS-REGISTRO - CLONE,0712928/23-9,1.0370.0727.008-3,24 Meses,5 MG COM CT BL PVC/OPA/AL/PVC X 14,Indeferido,Pós-registro,Genérico,Sim,,,,,"Informações do matriz: (11723 - RDC 73/2016 - GENÉRICO - Inclusão de novo DIFA sem CADIFA - 0608762/23-
1 - 25351.318731/2011-52)"
9/9/2024,GGMED,LABORATÓRIO TEUTO BRASILEIRO S/A,17159229000176,olanzapina,,25351.701445/2018-99,01/2029,10506 GENÉRICO - MODIFICAÇÃO PÓS-REGISTRO - CLONE,0712928/23-9,1.0370.0727.009-1,24 Meses,5 MG COM CT BL PVC/OPA/AL/PVC X 28,Indeferido,Pós-registro,Genérico,Sim,,,,,"Informações do matriz: (11723 - RDC 73/2016 - GENÉRICO - Inclusão de novo DIFA sem CADIFA - 0608762/23-
1 - 25351.318731/2011-52)"
9/9/2024,GGMED,LABORATÓRIO TEUTO BRASILEIRO S/A,17159229000176,olanzapina,,25351.701445/2018-99,01/2029,10506 GENÉRICO - MODIFICAÇÃO PÓS-REGISTRO - CLONE,0712928/23-9,1.0370.0727.010-5,24 Meses,5 MG COM CT BL PVC/OPA/AL/PVC X 56,Indeferido,Pós-registro,Genérico,Sim,,,,,"Informações do matriz: (11723 - RDC 73/2016 - GENÉRICO - Inclusão de novo DIFA sem CADIFA - 0608762/23-
1 - 25351.318731/2011-52)"
9/9/2024,GGMED,LABORATÓRIO TEUTO BRASILEIRO S/A,17159229000176,olanzapina,,25351.701445/2018-99,01/2029,10506 GENÉRICO - MODIFICAÇÃO PÓS-REGISTRO - CLONE,0712928/23-9,1.0370.0727.011-3,24 Meses,5 MG COM CT BL PVC/OPA/AL/PVC X 60,Indeferido,Pós-registro,Genérico,Sim,,,,,"Informações do matriz: (11723 - RDC 73/2016 - GENÉRICO - Inclusão de novo DIFA sem CADIFA - 0608762/23-
1 - 25351.318731/2011-52)"
9/9/2024,GGMED,LABORATÓRIO TEUTO BRASILEIRO S/A,17159229000176,olanzapina,,25351.701445/2018-99,01/2029,10506 GENÉRICO - MODIFICAÇÃO PÓS-REGISTRO - CLONE,0712928/23-9,1.0370.0727.012-1,24 Meses,5 MG COM CT BL PVC/OPA/AL/PVC X 500,Indeferido,Pós-registro,Genérico,Sim,,,,,"Informações do matriz: (11723 - RDC 73/2016 - GENÉRICO - Inclusão de novo DIFA sem CADIFA - 0608762/23-
1 - 25351.318731/2011-52)"
9/9/2024,GGMED,LABORATÓRIO TEUTO BRASILEIRO S/A,17159229000176,olanzapina,,25351.701445/2018-99,01/2029,10506 GENÉRICO - MODIFICAÇÃO PÓS-REGISTRO - CLONE,0712928/23-9,1.0370.0727.013-1,24 Meses,10 MG COM CT BL PVC/OPA/AL/PVC X 7,Indeferido,Pós-registro,Genérico,Sim,,,,,"Informações do matriz: (11723 - RDC 73/2016 - GENÉRICO - Inclusão de novo DIFA sem CADIFA - 0608762/23-
1 - 25351.318731/2011-52)"
9/9/2024,GGMED,LABORATÓRIO TEUTO BRASILEIRO S/A,17159229000176,olanzapina,,25351.701445/2018-99,01/2029,10506 GENÉRICO - MODIFICAÇÃO PÓS-REGISTRO - CLONE,0712928/23-9,1.0370.0727.014-8,24 Meses,10 MG COM CT BL PVC/OPA/AL/PVC X 14,Indeferido,Pós-registro,Genérico,Sim,,,,,"Informações do matriz: (11723 - RDC 73/2016 - GENÉRICO - Inclusão de novo DIFA sem CADIFA - 0608762/23-
1 - 25351.318731/2011-52)"
9/9/2024,GGMED,LABORATÓRIO TEUTO BRASILEIRO S/A,17159229000176,olanzapina,,25351.701445/2018-99,01/2029,10506 GENÉRICO - MODIFICAÇÃO PÓS-REGISTRO - CLONE,0712928/23-9,1.0370.0727.015-6,24 Meses,10 MG COM CT BL PVC/OPA/AL/PVC X 28,Indeferido,Pós-registro,Genérico,Sim,,,,,"Informações do matriz: (11723 - RDC 73/2016 - GENÉRICO - Inclusão de novo DIFA sem CADIFA - 0608762/23-
1 - 25351.318731/2011-52)"
9/9/2024,GGMED,LABORATÓRIO TEUTO BRASILEIRO S/A,17159229000176,olanzapina,,25351.701445/2018-99,01/2029,10506 GENÉRICO - MODIFICAÇÃO PÓS-REGISTRO - CLONE,0712928/23-9,1.0370.0727.016-4,24 Meses,10 MG COM CT BL PVC/OPA/AL/PVC X 56,Indeferido,Pós-registro,Genérico,Sim,,,,,"Informações do matriz: (11723 - RDC 73/2016 - GENÉRICO - Inclusão de novo DIFA sem CADIFA - 0608762/23-
1 - 25351.318731/2011-52)"
9/9/2024,GGMED,LABORATÓRIO TEUTO BRASILEIRO S/A,17159229000176,olanzapina,,25351.701445/2018-99,01/2029,10506 GENÉRICO - MODIFICAÇÃO PÓS-REGISTRO - CLONE,0712928/23-9,1.0370.0727.017-2,24 Meses,10 MG COM CT BL PVC/OPA/AL/PVC X 60,Indeferido,Pós-registro,Genérico,Sim,,,,,"Informações do matriz: (11723 - RDC 73/2016 - GENÉRICO - Inclusão de novo DIFA sem CADIFA - 0608762/23-
1 - 25351.318731/2011-52)"
9/9/2024,GGMED,LABORATÓRIO TEUTO BRASILEIRO S/A,17159229000176,olanzapina,,25351.701445/2018-99,01/2029,10506 GENÉRICO - MODIFICAÇÃO PÓS-REGISTRO - CLONE,0712928/23-9,1.0370.0727.018-0,24 Meses,10 MG COM CT BL PVC/OPA/AL/PVC X 500,Indeferido,Pós-registro,Genérico,Sim,,,,,"Informações do matriz: (11723 - RDC 73/2016 - GENÉRICO - Inclusão de novo DIFA sem CADIFA - 0608762/23-
1 - 25351.318731/2011-52)"
9/9/2024,GGMED,LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA,05044984000126,OLMESARTANA MEDOXOMILA + HIDROCLOROTIAZIDA,,25351.167726/2014-58,05/2030,10506 GENÉRICO - MODIFICAÇÃO PÓS-REGISTRO - CLONE,1016053/24-1,1.6773.0647.001-4,24 Meses,"(20 + 12,5) MG COM REV CT BL AL AL X 10",Indeferido,Pós-registro,Genérico,Sim,,,,,"Informações do matriz: (11858 - RDC 73/2016 - GENÉRICO - Exclusão não crítica de testes ou métodos -
0907357/24-4 - 25351.118760/2014-14)"
9/9/2024,GGMED,LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA,05044984000126,OLMESARTANA MEDOXOMILA + HIDROCLOROTIAZIDA,,25351.167726/2014-58,05/2030,10506 GENÉRICO - MODIFICAÇÃO PÓS-REGISTRO - CLONE,1016053/24-1,1.6773.0647.002-2,24 Meses,"(20 + 12,5) MG COM REV CT BL AL AL X 20",Indeferido,Pós-registro,Genérico,Sim,,,,,"Informações do matriz: (11858 - RDC 73/2016 - GENÉRICO - Exclusão não crítica de testes ou métodos -
0907357/24-4 - 25351.118760/2014-14)"
9/9/2024,GGMED,LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA,05044984000126,OLMESARTANA MEDOXOMILA + HIDROCLOROTIAZIDA,,25351.167726/2014-58,05/2030,10506 GENÉRICO - MODIFICAÇÃO PÓS-REGISTRO - CLONE,1016053/24-1,1.6773.0647.003-0,24 Meses,"(20 + 12,5) MG COM REV CT BL AL AL X 30",Indeferido,Pós-registro,Genérico,Sim,,,,,"Informações do matriz: (11858 - RDC 73/2016 - GENÉRICO - Exclusão não crítica de testes ou métodos -
0907357/24-4 - 25351.118760/2014-14)"
9/9/2024,GGMED,LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA,05044984000126,OLMESARTANA MEDOXOMILA + HIDROCLOROTIAZIDA,,25351.167726/2014-58,05/2030,10506 GENÉRICO - MODIFICAÇÃO PÓS-REGISTRO - CLONE,1016053/24-1,1.6773.0647.004-9,24 Meses,"(20 + 12,5) MG COM REV CT BL AL AL X 60",Indeferido,Pós-registro,Genérico,Sim,,,,,"Informações do matriz: (11858 - RDC 73/2016 - GENÉRICO - Exclusão não crítica de testes ou métodos -
0907357/24-4 - 25351.118760/2014-14)"
9/9/2024,GGMED,LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA,05044984000126,OLMESARTANA MEDOXOMILA + HIDROCLOROTIAZIDA,,25351.167726/2014-58,05/2030,10506 GENÉRICO - MODIFICAÇÃO PÓS-REGISTRO - CLONE,1016053/24-1,1.6773.0647.005-7 ,24 Meses,"(20 + 12,5) MG COM REV CT BL AL AL X 100 (EMB FRAC)",Indeferido,Pós-registro,Genérico,Sim,,,,,"Informações do matriz: (11858 - RDC 73/2016 - GENÉRICO - Exclusão não crítica de testes ou métodos -
0907357/24-4 - 25351.118760/2014-14)"
9/9/2024,GGMED,LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA,05044984000126,OLMESARTANA MEDOXOMILA + HIDROCLOROTIAZIDA,,25351.167726/2014-58,05/2030,10506 GENÉRICO - MODIFICAÇÃO PÓS-REGISTRO - CLONE,1016053/24-1,1.6773.0647.006-5,24 Meses,"(20 + 12,5) MG COM REV CT BL AL AL X 200",Indeferido,Pós-registro,Genérico,Sim,,,,,"Informações do matriz: (11858 - RDC 73/2016 - GENÉRICO - Exclusão não crítica de testes ou métodos -
0907357/24-4 - 25351.118760/2014-14)"
9/9/2024,GGMED,LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA,05044984000126,OLMESARTANA MEDOXOMILA + HIDROCLOROTIAZIDA,,25351.167726/2014-58,05/2030,10506 GENÉRICO - MODIFICAÇÃO PÓS-REGISTRO - CLONE,1016053/24-1,1.6773.0647.007-3,24 Meses,"(20 + 12,5) MG COM REV CT BL AL AL X 500",Indeferido,Pós-registro,Genérico,Sim,,,,,"Informações do matriz: (11858 - RDC 73/2016 - GENÉRICO - Exclusão não crítica de testes ou métodos -
0907357/24-4 - 25351.118760/2014-14)"
9/9/2024,GGMED,LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA,05044984000126,OLMESARTANA MEDOXOMILA + HIDROCLOROTIAZIDA,,25351.167726/2014-58,05/2030,10506 GENÉRICO - MODIFICAÇÃO PÓS-REGISTRO - CLONE,1016053/24-1,1.6773.0647.008-1,24 Meses,"(40 + 12,5) MG COM REV CT BL AL AL X 10",Indeferido,Pós-registro,Genérico,Sim,,,,,"Informações do matriz: (11858 - RDC 73/2016 - GENÉRICO - Exclusão não crítica de testes ou métodos -
0907357/24-4 - 25351.118760/2014-14)"
9/9/2024,GGMED,LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA,05044984000126,OLMESARTANA MEDOXOMILA + HIDROCLOROTIAZIDA,,25351.167726/2014-58,05/2030,10506 GENÉRICO - MODIFICAÇÃO PÓS-REGISTRO - CLONE,1016053/24-1,1.6773.0647.009-1,24 Meses,"(40 + 12,5) MG COM REV CT BL AL AL X 20",Indeferido,Pós-registro,Genérico,Sim,,,,,"Informações do matriz: (11858 - RDC 73/2016 - GENÉRICO - Exclusão não crítica de testes ou métodos -
0907357/24-4 - 25351.118760/2014-14)"
9/9/2024,GGMED,LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA,05044984000126,OLMESARTANA MEDOXOMILA + HIDROCLOROTIAZIDA,,25351.167726/2014-58,05/2030,10506 GENÉRICO - MODIFICAÇÃO PÓS-REGISTRO - CLONE,1016053/24-1,1.6773.0647.010-3,24 Meses,"(40 + 12,5) MG COM REV CT BL AL AL X 30",Indeferido,Pós-registro,Genérico,Sim,,,,,"Informações do matriz: (11858 - RDC 73/2016 - GENÉRICO - Exclusão não crítica de testes ou métodos -
0907357/24-4 - 25351.118760/2014-14)"
9/9/2024,GGMED,LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA,05044984000126,OLMESARTANA MEDOXOMILA + HIDROCLOROTIAZIDA,,25351.167726/2014-58,05/2030,10506 GENÉRICO - MODIFICAÇÃO PÓS-REGISTRO - CLONE,1016053/24-1,1.6773.0647.011-1,24 Meses,"(40 + 12,5) MG COM REV CT BL AL AL X 60",Indeferido,Pós-registro,Genérico,Sim,,,,,"Informações do matriz: (11858 - RDC 73/2016 - GENÉRICO - Exclusão não crítica de testes ou métodos -
0907357/24-4 - 25351.118760/2014-14)"
9/9/2024,GGMED,LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA,05044984000126,OLMESARTANA MEDOXOMILA + HIDROCLOROTIAZIDA,,25351.167726/2014-58,05/2030,10506 GENÉRICO - MODIFICAÇÃO PÓS-REGISTRO - CLONE,1016053/24-1,1.6773.0647.012-1,24 Meses,"(40 + 12,5) MG COM REV CT BL AL AL X 100 (EMB FRAC)",Indeferido,Pós-registro,Genérico,Sim,,,,,"Informações do matriz: (11858 - RDC 73/2016 - GENÉRICO - Exclusão não crítica de testes ou métodos -
0907357/24-4 - 25351.118760/2014-14)"
9/9/2024,GGMED,LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA,05044984000126,OLMESARTANA MEDOXOMILA + HIDROCLOROTIAZIDA,,25351.167726/2014-58,05/2030,10506 GENÉRICO - MODIFICAÇÃO PÓS-REGISTRO - CLONE,1016053/24-1,1.6773.0647.013-8,24 Meses,"(40 + 12,5) MG COM REV CT BL AL AL X 200",Indeferido,Pós-registro,Genérico,Sim,,,,,"Informações do matriz: (11858 - RDC 73/2016 - GENÉRICO - Exclusão não crítica de testes ou métodos -
0907357/24-4 - 25351.118760/2014-14)"
9/9/2024,GGMED,LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA,05044984000126,OLMESARTANA MEDOXOMILA + HIDROCLOROTIAZIDA,,25351.167726/2014-58,05/2030,10506 GENÉRICO - MODIFICAÇÃO PÓS-REGISTRO - CLONE,1016053/24-1,1.6773.0647.014-6,24 Meses,"(40 + 12,5) MG COM REV CT BL AL AL X 500",Indeferido,Pós-registro,Genérico,Sim,,,,,"Informações do matriz: (11858 - RDC 73/2016 - GENÉRICO - Exclusão não crítica de testes ou métodos -
0907357/24-4 - 25351.118760/2014-14)"
9/9/2024,GGMED,LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA,05044984000126,OLMESARTANA MEDOXOMILA + HIDROCLOROTIAZIDA,,25351.167726/2014-58,05/2030,10506 GENÉRICO - MODIFICAÇÃO PÓS-REGISTRO - CLONE,1016053/24-1,1.6773.0647.015-4,24 Meses,(40 + 25) MG COM REV CT BL AL AL X 10,Indeferido,Pós-registro,Genérico,Sim,,,,,"Informações do matriz: (11858 - RDC 73/2016 - GENÉRICO - Exclusão não crítica de testes ou métodos -
0907357/24-4 - 25351.118760/2014-14)"
9/9/2024,GGMED,LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA,05044984000126,OLMESARTANA MEDOXOMILA + HIDROCLOROTIAZIDA,,25351.167726/2014-58,05/2030,10506 GENÉRICO - MODIFICAÇÃO PÓS-REGISTRO - CLONE,1016053/24-1,1.6773.0647.016-2,24 Meses,(40 + 25) MG COM REV CT BL AL AL X 20,Indeferido,Pós-registro,Genérico,Sim,,,,,"Informações do matriz: (11858 - RDC 73/2016 - GENÉRICO - Exclusão não crítica de testes ou métodos -
0907357/24-4 - 25351.118760/2014-14)"
9/9/2024,GGMED,LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA,05044984000126,OLMESARTANA MEDOXOMILA + HIDROCLOROTIAZIDA,,25351.167726/2014-58,05/2030,10506 GENÉRICO - MODIFICAÇÃO PÓS-REGISTRO - CLONE,1016053/24-1,1.6773.0647.017-0,24 Meses,(40 + 25) MG COM REV CT BL AL AL X 30,Indeferido,Pós-registro,Genérico,Sim,,,,,"Informações do matriz: (11858 - RDC 73/2016 - GENÉRICO - Exclusão não crítica de testes ou métodos -
0907357/24-4 - 25351.118760/2014-14)"
9/9/2024,GGMED,LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA,05044984000126,OLMESARTANA MEDOXOMILA + HIDROCLOROTIAZIDA,,25351.167726/2014-58,05/2030,10506 GENÉRICO - MODIFICAÇÃO PÓS-REGISTRO - CLONE,1016053/24-1,1.6773.0647.018-9,24 Meses,(40 + 25) MG COM REV CT BL AL AL X 60,Indeferido,Pós-registro,Genérico,Sim,,,,,"Informações do matriz: (11858 - RDC 73/2016 - GENÉRICO - Exclusão não crítica de testes ou métodos -
0907357/24-4 - 25351.118760/2014-14)"
9/9/2024,GGMED,LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA,05044984000126,OLMESARTANA MEDOXOMILA + HIDROCLOROTIAZIDA,,25351.167726/2014-58,05/2030,10506 GENÉRICO - MODIFICAÇÃO PÓS-REGISTRO - CLONE,1016053/24-1,1.6773.0647.019-7,24 Meses,(40 + 25) MG COM REV CT BL AL AL X 100 (EMB FRAC),Indeferido,Pós-registro,Genérico,Sim,,,,,"Informações do matriz: (11858 - RDC 73/2016 - GENÉRICO - Exclusão não crítica de testes ou métodos -
0907357/24-4 - 25351.118760/2014-14)"
9/9/2024,GGMED,LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA,05044984000126,OLMESARTANA MEDOXOMILA + HIDROCLOROTIAZIDA,,25351.167726/2014-58,05/2030,10506 GENÉRICO - MODIFICAÇÃO PÓS-REGISTRO - CLONE,1016053/24-1,1.6773.0647.020-0,24 Meses,(40 + 25) MG COM REV CT BL AL AL X 200,Indeferido,Pós-registro,Genérico,Sim,,,,,"Informações do matriz: (11858 - RDC 73/2016 - GENÉRICO - Exclusão não crítica de testes ou métodos -
0907357/24-4 - 25351.118760/2014-14)"
9/9/2024,GGMED,LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA,05044984000126,OLMESARTANA MEDOXOMILA + HIDROCLOROTIAZIDA,,25351.167726/2014-58,05/2030,10506 GENÉRICO - MODIFICAÇÃO PÓS-REGISTRO - CLONE,1016053/24-1,1.6773.0647.021-9,24 Meses,(40 + 25) MG COM REV CT BL AL AL X 500,Indeferido,Pós-registro,Genérico,Sim,,,,,"Informações do matriz: (11858 - RDC 73/2016 - GENÉRICO - Exclusão não crítica de testes ou métodos -
0907357/24-4 - 25351.118760/2014-14)"
9/9/2024,GGMED,LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA,05044984000126,OLMESARTANA MEDOXOMILA + HIDROCLOROTIAZIDA,OLMEGRAN HCT,25351.175883/2014-81,05/2030,10507 SIMILAR - MODIFICAÇÃO PÓS-REGISTRO - CLONE,1017348/24-0,1.6773.0648.001-1,24 Meses,"(20 + 12,5) MG COM REV CT BL AL AL X 10",Indeferido,Pós-registro,Similar,Sim,,,,,"Informações do matriz: (11858 - RDC 73/2016 - GENÉRICO - Exclusão não crítica de testes ou métodos -
0907357/24-4 - 25351.118760/2014-14)"
9/9/2024,GGMED,LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA,05044984000126,OLMESARTANA MEDOXOMILA + HIDROCLOROTIAZIDA,OLMEGRAN HCT,25351.175883/2014-81,05/2030,10507 SIMILAR - MODIFICAÇÃO PÓS-REGISTRO - CLONE,1017348/24-0,1.6773.0648.002-8,24 Meses,"(20 + 12,5) MG COM REV CT BL AL AL X 20",Indeferido,Pós-registro,Similar,Sim,,,,,"Informações do matriz: (11858 - RDC 73/2016 - GENÉRICO - Exclusão não crítica de testes ou métodos -
0907357/24-4 - 25351.118760/2014-14)"
9/9/2024,GGMED,LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA,05044984000126,OLMESARTANA MEDOXOMILA + HIDROCLOROTIAZIDA,OLMEGRAN HCT,25351.175883/2014-81,05/2030,10507 SIMILAR - MODIFICAÇÃO PÓS-REGISTRO - CLONE,1017348/24-0,1.6773.0648.003-6,24 Meses,"(20 + 12,5) MG COM REV CT BL AL AL X 30",Indeferido,Pós-registro,Similar,Sim,,,,,"Informações do matriz: (11858 - RDC 73/2016 - GENÉRICO - Exclusão não crítica de testes ou métodos -
0907357/24-4 - 25351.118760/2014-14)"
9/9/2024,GGMED,LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA,05044984000126,OLMESARTANA MEDOXOMILA + HIDROCLOROTIAZIDA,OLMEGRAN HCT,25351.175883/2014-81,05/2030,10507 SIMILAR - MODIFICAÇÃO PÓS-REGISTRO - CLONE,1017348/24-0,1.6773.0648.004-4,24 Meses,"(20 + 12,5) MG COM REV CT BL AL AL X 60",Indeferido,Pós-registro,Similar,Sim,,,,,"Informações do matriz: (11858 - RDC 73/2016 - GENÉRICO - Exclusão não crítica de testes ou métodos -
0907357/24-4 - 25351.118760/2014-14)"
9/9/2024,GGMED,LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA,05044984000126,OLMESARTANA MEDOXOMILA + HIDROCLOROTIAZIDA,OLMEGRAN HCT,25351.175883/2014-81,05/2030,10507 SIMILAR - MODIFICAÇÃO PÓS-REGISTRO - CLONE,1017348/24-0,1.6773.0648.005-2,24 Meses,"(20 + 12,5) MG COM REV CT BL AL AL X 100 (EMB FRAC)",Indeferido,Pós-registro,Similar,Sim,,,,,"Informações do matriz: (11858 - RDC 73/2016 - GENÉRICO - Exclusão não crítica de testes ou métodos -
0907357/24-4 - 25351.118760/2014-14)"
